,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_person
1126,-121.6,39.77,23.0,2263.0,497.0,1138.0,455.0,2.3403,87300.0,INLAND,1.9885764499121266
1127,-121.6,39.76,22.0,2447.0,556.0,1157.0,556.0,1.8245,85500.0,INLAND,2.11495246326707
1128,-121.61,39.76,31.0,2431.0,512.0,1026.0,427.0,2.5428,85000.0,INLAND,2.3693957115009745
1129,-121.62,39.77,23.0,1759.0,366.0,788.0,359.0,1.8125,93500.0,INLAND,2.232233502538071
1130,-121.65,39.76,31.0,1599.0,318.0,794.0,303.0,3.0,96700.0,INLAND,2.013853904282116
1131,-121.63,39.76,22.0,2598.0,482.0,1151.0,490.0,2.8182,109700.0,INLAND,2.257167680278019
1132,-121.62,39.76,14.0,2063.0,559.0,934.0,529.0,1.7788,85800.0,INLAND,2.208779443254818
1133,-121.62,39.75,20.0,1173.0,261.0,523.0,258.0,1.0625,92800.0,INLAND,2.24282982791587
1134,-121.63,39.75,37.0,1296.0,296.0,569.0,257.0,1.8616,70500.0,INLAND,2.2776801405975395
1135,-121.64,39.74,20.0,1808.0,334.0,763.0,335.0,2.3711,121800.0,INLAND,2.3695937090432504
1136,-121.71,39.71,17.0,2748.0,556.0,1174.0,514.0,3.0660000000000003,102600.0,INLAND,2.340715502555366
1137,-121.66,39.66,17.0,3502.0,655.0,1763.0,613.0,2.9625,101200.0,INLAND,1.9863868406125922
1138,-121.56,39.69,8.0,2836.0,522.0,1163.0,512.0,3.13,168300.0,INLAND,2.4385210662080827
1139,-121.57,39.74,17.0,1619.0,292.0,705.0,285.0,2.4623,126100.0,INLAND,2.2964539007092197
1140,-121.59,39.74,17.0,1646.0,330.0,750.0,344.0,2.3798,83800.0,INLAND,2.1946666666666665
1141,-121.6,39.75,19.0,2888.0,591.0,984.0,499.0,1.9766,92600.0,INLAND,2.934959349593496
1142,-121.6,39.68,15.0,1677.0,345.0,844.0,330.0,2.3958,111200.0,INLAND,1.9869668246445498
1143,-121.5,39.83,15.0,1896.0,408.0,893.0,334.0,1.6948,87500.0,INLAND,2.1231802911534157
1144,-121.41,39.72,17.0,1583.0,331.0,730.0,306.0,2.3895,87500.0,INLAND,2.1684931506849314
1145,-121.39,39.61,22.0,2828.0,610.0,986.0,391.0,2.8871,94700.0,INLAND,2.86815415821501
1146,-121.24,39.65,35.0,632.0,148.0,221.0,102.0,2.3684,62500.0,INLAND,2.8597285067873304
1147,-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,83300.0,INLAND,3.083160083160083
1148,-121.36,39.52,15.0,2490.0,527.0,1229.0,497.0,2.3917,85700.0,INLAND,2.026037428803906
1149,-121.56,39.52,9.0,818.0,197.0,358.0,197.0,1.7708,79500.0,INLAND,2.2849162011173183
1150,-121.56,39.52,26.0,1957.0,429.0,945.0,397.0,1.7308,53600.0,INLAND,2.070899470899471
1151,-121.56,39.53,12.0,1733.0,421.0,1861.0,415.0,1.5771,65200.0,INLAND,0.9312197743148845
1152,-121.54,39.6,15.0,886.0,204.0,576.0,205.0,2.1467,84100.0,INLAND,1.5381944444444444
1153,-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,142300.0,INLAND,3.045554335894621
1154,-121.49,39.52,25.0,848.0,153.0,436.0,155.0,3.9028,93800.0,INLAND,1.944954128440367
1155,-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,90800.0,INLAND,2.091139240506329
1156,-121.47,39.49,17.0,1554.0,242.0,553.0,230.0,3.2174,91800.0,INLAND,2.810126582278481
1157,-121.47,39.51,19.0,3720.0,636.0,1304.0,607.0,2.6921,97500.0,INLAND,2.852760736196319
1158,-121.53,39.53,35.0,1806.0,293.0,683.0,295.0,4.5156,91200.0,INLAND,2.644216691068814
1159,-121.53,39.52,30.0,1030.0,161.0,448.0,159.0,2.4821,73800.0,INLAND,2.299107142857143
1160,-121.53,39.52,24.0,1028.0,185.0,471.0,186.0,2.9688,86400.0,INLAND,2.1825902335456475
1161,-121.54,39.51,33.0,3585.0,757.0,1887.0,765.0,2.502,62100.0,INLAND,1.8998410174880762
1162,-121.52,39.51,30.0,3085.0,610.0,1688.0,575.0,2.334,72200.0,INLAND,1.82760663507109
1163,-121.55,39.51,39.0,1551.0,353.0,684.0,310.0,2.0357,57600.0,INLAND,2.267543859649123
1164,-121.55,39.51,48.0,827.0,198.0,396.0,161.0,0.8024,58300.0,INLAND,2.0883838383838382
1165,-121.55,39.51,50.0,1050.0,288.0,485.0,260.0,1.1607,51700.0,INLAND,2.1649484536082473
1166,-121.56,39.51,47.0,1064.0,245.0,603.0,190.0,1.3654,57900.0,INLAND,1.7645107794361525
1167,-121.56,39.51,46.0,1885.0,385.0,871.0,347.0,1.6352,53100.0,INLAND,2.1641791044776117
1168,-121.57,39.5,31.0,2023.0,469.0,1073.0,436.0,1.5714,56100.0,INLAND,1.8853681267474371
1169,-121.58,39.52,25.0,2409.0,490.0,1384.0,479.0,1.9956,58000.0,INLAND,1.740606936416185
1170,-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,56700.0,INLAND,1.7157313707451702
1171,-121.58,39.5,29.0,1947.0,383.0,925.0,337.0,2.1658,57600.0,INLAND,2.1048648648648647
1172,-121.62,39.5,18.0,2105.0,416.0,974.0,385.0,1.6346,63300.0,INLAND,2.1611909650924024
1173,-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,59800.0,INLAND,1.7711771177117712
1174,-121.65,39.53,23.0,1387.0,325.0,640.0,289.0,1.4833,65200.0,INLAND,2.1671875
1175,-121.57,39.48,15.0,202.0,54.0,145.0,40.0,0.8252,42500.0,INLAND,1.393103448275862
1176,-121.55,39.5,26.0,3215.0,827.0,2041.0,737.0,1.0585,45100.0,INLAND,1.5752082312591866
1177,-121.54,39.5,38.0,1438.0,310.0,779.0,275.0,1.3289,39400.0,INLAND,1.8459563543003852
1178,-121.53,39.49,19.0,1537.0,329.0,617.0,274.0,1.5313,50300.0,INLAND,2.4910858995137763
1179,-121.54,39.48,29.0,2896.0,596.0,1809.0,617.0,1.8047,53800.0,INLAND,1.6008844665561084
1180,-121.54,39.47,14.0,1724.0,315.0,939.0,302.0,2.4952,53900.0,INLAND,1.8359957401490947
1181,-121.55,39.48,41.0,461.0,107.0,284.0,90.0,2.2045,41800.0,INLAND,1.6232394366197183
1182,-121.49,39.49,20.0,2505.0,468.0,1174.0,429.0,2.9965,88900.0,INLAND,2.1337308347529813
1183,-121.52,39.5,33.0,1462.0,241.0,569.0,231.0,3.2833,82600.0,INLAND,2.5694200351493848
1184,-121.52,39.49,30.0,1217.0,238.0,677.0,233.0,2.6563,63600.0,INLAND,1.7976366322008863
1185,-121.52,39.48,21.0,2628.0,494.0,1364.0,468.0,2.0455,59400.0,INLAND,1.9266862170087977
1186,-121.55,39.45,18.0,2278.0,523.0,1185.0,475.0,1.3611,60600.0,INLAND,1.9223628691983123
1187,-121.53,39.44,26.0,1340.0,255.0,662.0,239.0,2.6071,57100.0,INLAND,2.02416918429003
1188,-121.55,39.44,31.0,1434.0,283.0,811.0,289.0,1.7727,49000.0,INLAND,1.7681874229346486
1189,-121.52,39.43,15.0,2119.0,389.0,1079.0,374.0,2.3566,80400.0,INLAND,1.963855421686747
1190,-121.46,39.4,17.0,3659.0,735.0,1970.0,667.0,2.425,96200.0,INLAND,1.8573604060913707
1191,-121.39,39.39,52.0,189.0,34.0,121.0,37.0,3.0208,60000.0,INLAND,1.56198347107438
1192,-121.54,39.33,27.0,720.0,150.0,359.0,138.0,2.5313,61300.0,INLAND,2.0055710306406684
1193,-121.59,39.39,22.0,2515.0,482.0,1284.0,462.0,2.1776,73800.0,INLAND,1.9587227414330217
1194,-121.67,39.37,27.0,2599.0,502.0,1241.0,502.0,1.9943,86300.0,INLAND,2.0942788074133762
1195,-121.65,39.35,24.0,1003.0,251.0,1098.0,227.0,1.7552,86400.0,INLAND,0.9134790528233151
1196,-121.67,39.34,22.0,1217.0,224.0,537.0,187.0,2.6607,84600.0,INLAND,2.266294227188082
1197,-121.65,39.32,40.0,812.0,154.0,374.0,142.0,2.7891,73500.0,INLAND,2.171122994652406
1198,-121.69,39.36,29.0,2220.0,471.0,1170.0,428.0,2.3224,56200.0,INLAND,1.8974358974358974
1199,-121.7,39.37,32.0,1852.0,373.0,911.0,365.0,1.7885,57000.0,INLAND,2.0329308452250276
1200,-121.7,39.36,46.0,1210.0,243.0,523.0,242.0,1.91,63900.0,INLAND,2.3135755258126194
1201,-121.7,39.36,37.0,2330.0,495.0,1505.0,470.0,2.0474,56000.0,INLAND,1.548172757475083
1202,-121.69,39.36,34.0,842.0,186.0,635.0,165.0,1.8355,63000.0,INLAND,1.325984251968504
1203,-121.74,39.38,27.0,2596.0,435.0,1100.0,409.0,2.3243,85500.0,INLAND,2.36
1204,-121.8,39.33,30.0,1019.0,192.0,501.0,185.0,2.5259,81300.0,INLAND,2.0339321357285427
1205,-121.71,39.42,21.0,1432.0,284.0,862.0,275.0,2.2813,57600.0,INLAND,1.6612529002320187
1206,-121.71,39.41,22.0,1814.0,342.0,941.0,323.0,2.1728,59400.0,INLAND,1.9277364505844845
1207,-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,81900.0,INLAND,1.9525462962962963
1208,-121.79,39.48,39.0,1105.0,180.0,408.0,166.0,3.3929,82100.0,INLAND,2.7083333333333335
1209,-120.46,38.15,16.0,4221.0,781.0,1516.0,697.0,2.3816,116000.0,INLAND,2.784300791556728
1210,-120.55,38.12,10.0,1566.0,325.0,785.0,291.0,2.5,116100.0,INLAND,1.9949044585987261
1211,-120.56,38.09,34.0,2745.0,559.0,1150.0,491.0,2.3654,94900.0,INLAND,2.3869565217391306
1212,-120.55,38.07,27.0,1199.0,224.0,463.0,199.0,2.9063,92200.0,INLAND,2.58963282937365
1213,-120.54,38.07,37.0,736.0,148.0,339.0,140.0,2.2875,79900.0,INLAND,2.1710914454277286
1214,-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,133000.0,INLAND,3.336318853560233
1215,-120.46,38.09,16.0,3758.0,715.0,1777.0,615.0,3.0,122600.0,INLAND,2.1148002250984805
1216,-120.79,38.24,19.0,1003.0,235.0,538.0,190.0,2.9821,90400.0,INLAND,1.8643122676579926
1217,-120.9,38.2,16.0,3120.0,641.0,1319.0,526.0,2.0472,93200.0,INLAND,2.365428354814253
1218,-120.88,38.16,8.0,2029.0,387.0,1000.0,364.0,4.0109,125900.0,INLAND,2.029
1219,-120.91,38.11,9.0,3585.0,680.0,1800.0,598.0,3.636,133100.0,INLAND,1.9916666666666667
1220,-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,130600.0,INLAND,2.2639370078740155
1221,-120.65,38.28,21.0,3095.0,681.0,1341.0,546.0,2.1382,104000.0,INLAND,2.307979120059657
1222,-120.72,38.24,32.0,2685.0,543.0,1061.0,492.0,2.5473,101600.0,INLAND,2.530631479736098
1223,-120.67,38.19,17.0,2967.0,611.0,1387.0,564.0,2.0417,92600.0,INLAND,2.13914924297044
1224,-120.57,38.2,13.0,4110.0,847.0,1796.0,706.0,2.6417,122300.0,INLAND,2.2884187082405347
1225,-120.43,38.25,13.0,763.0,161.0,311.0,125.0,2.4583,112500.0,INLAND,2.4533762057877815
1226,-120.56,38.39,20.0,1326.0,307.0,563.0,237.0,2.6667,86600.0,INLAND,2.355239786856128
1227,-120.54,38.41,21.0,1435.0,294.0,668.0,267.0,2.5667,77400.0,INLAND,2.1482035928143715
1228,-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,91900.0,INLAND,2.914914914914915
1229,-120.41,38.33,17.0,1463.0,338.0,529.0,226.0,3.0239999999999996,100900.0,INLAND,2.765595463137996
1230,-120.55,38.31,18.0,1411.0,312.0,592.0,230.0,1.625,94700.0,INLAND,2.383445945945946
1231,-120.57,38.35,17.0,1504.0,358.0,661.0,250.0,2.2604,84800.0,INLAND,2.275340393343419
1232,-120.36,38.21,10.0,4300.0,845.0,1480.0,609.0,2.8208,139900.0,INLAND,2.9054054054054053
1233,-120.34,38.23,10.0,3757.0,722.0,546.0,223.0,3.75,121400.0,INLAND,5.0
1234,-120.33,38.26,13.0,2962.0,546.0,252.0,103.0,4.4063,155800.0,INLAND,5.0
1235,-120.34,38.25,17.0,5497.0,1056.0,997.0,408.0,2.9821,111500.0,INLAND,5.0
1236,-120.37,38.23,13.0,4401.0,829.0,924.0,383.0,2.6942,123500.0,INLAND,4.762987012987013
1237,-120.37,38.25,13.0,4495.0,856.0,1149.0,459.0,2.5352,113700.0,INLAND,3.9120974760661444
1238,-120.27,38.29,10.0,3486.0,695.0,298.0,124.0,3.3542,103800.0,INLAND,5.0
1239,-120.27,38.31,13.0,3297.0,662.0,267.0,97.0,3.075,108300.0,INLAND,5.0
1240,-120.19,38.42,11.0,1568.0,369.0,82.0,33.0,3.125,77500.0,INLAND,5.0
1241,-121.91,39.03,48.0,1096.0,218.0,657.0,199.0,2.7841,65800.0,INLAND,1.6681887366818873
1242,-122.0,38.99,39.0,1548.0,323.0,815.0,286.0,2.9489,67500.0,INLAND,1.8993865030674846
1243,-122.13,39.0,23.0,3832.0,774.0,2435.0,747.0,2.2754,59200.0,INLAND,1.5737166324435319
1244,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0,INLAND,1.971830985915493
1245,-122.04,39.22,27.0,1446.0,295.0,670.0,281.0,3.2625,92800.0,INLAND,2.1582089552238806
1246,-122.08,39.25,52.0,224.0,38.0,120.0,45.0,3.017,112500.0,INLAND,1.8666666666666667
1247,-122.33,39.1,10.0,266.0,62.0,154.0,49.0,2.25,75000.0,INLAND,1.7272727272727273
1248,-122.2,39.15,33.0,1064.0,174.0,434.0,147.0,3.125,108000.0,INLAND,2.4516129032258065
1249,-122.09,39.13,28.0,4169.0,895.0,2587.0,810.0,2.331,65500.0,INLAND,1.6115191341321995
1250,-122.05,39.34,44.0,1064.0,230.0,494.0,175.0,2.875,61500.0,INLAND,2.1538461538461537
1251,-122.17,39.31,35.0,2791.0,552.0,1395.0,476.0,2.5625,62700.0,INLAND,2.000716845878136
1252,-122.51,39.3,19.0,1629.0,386.0,551.0,214.0,1.7463,68800.0,INLAND,2.956442831215971
1253,-122.01,39.21,50.0,1592.0,372.0,781.0,307.0,2.2679,69100.0,INLAND,2.038412291933419
1254,-122.01,39.21,52.0,1989.0,392.0,985.0,396.0,2.5556,75800.0,INLAND,2.019289340101523
1255,-122.01,39.21,39.0,1214.0,250.0,660.0,249.0,2.4559,75000.0,INLAND,1.8393939393939394
1256,-121.96,39.3,39.0,701.0,130.0,271.0,89.0,2.1845,112500.0,INLAND,2.5867158671586714
1257,-121.65,38.03,28.0,3144.0,694.0,1095.0,482.0,3.4402,192400.0,INLAND,2.871232876712329
1258,-121.63,38.03,17.0,2549.0,596.0,1169.0,500.0,3.6694,209400.0,INLAND,2.180496150556031
1259,-121.63,38.04,25.0,2019.0,411.0,888.0,326.0,3.2619,183800.0,INLAND,2.2736486486486487
1260,-121.73,38.0,3.0,9217.0,1522.0,3578.0,1272.0,5.0016,189100.0,INLAND,2.5760201229737283
1261,-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,156500.0,INLAND,1.7840807174887892
1262,-121.72,37.98,5.0,7105.0,1143.0,3523.0,1088.0,5.0468,168800.0,INLAND,2.0167470905478284
1263,-121.68,37.98,19.0,3388.0,599.0,1707.0,575.0,3.6411,162800.0,INLAND,1.9847685998828355
1264,-121.7,37.98,9.0,3079.0,519.0,1562.0,512.0,5.1041,172900.0,INLAND,1.971190781049936
1265,-121.71,37.99,27.0,3861.0,718.0,2085.0,707.0,3.3558,129700.0,INLAND,1.8517985611510792
1266,-121.67,37.99,22.0,1046.0,195.0,527.0,164.0,4.375,213500.0,INLAND,1.984819734345351
1267,-121.68,37.93,44.0,1014.0,225.0,704.0,238.0,1.6554,119400.0,INLAND,1.4403409090909092
1268,-121.7,37.94,36.0,1710.0,320.0,861.0,300.0,2.8828,131100.0,INLAND,1.9860627177700347
1269,-121.69,37.95,15.0,1850.0,441.0,1348.0,403.0,3.8125,125400.0,INLAND,1.3724035608308605
1270,-121.7,37.96,33.0,2396.0,452.0,1391.0,465.0,3.2813,151400.0,INLAND,1.7225017972681524
1271,-121.66,37.93,19.0,2055.0,358.0,1064.0,350.0,4.7426,263100.0,INLAND,1.931390977443609
1272,-121.7,37.91,17.0,1962.0,291.0,825.0,267.0,4.8958,187100.0,INLAND,2.3781818181818184
1273,-121.7,37.93,19.0,2005.0,405.0,972.0,403.0,2.2216,156700.0,INLAND,2.0627572016460904
1274,-121.74,37.95,5.0,4980.0,774.0,2399.0,763.0,5.7104,186300.0,INLAND,2.0758649437265526
1275,-121.7,37.93,10.0,3258.0,612.0,1779.0,558.0,4.6587,152500.0,INLAND,1.8313659359190557
1276,-121.6,37.91,13.0,2479.0,394.0,1075.0,350.0,5.1017,241400.0,INLAND,2.306046511627907
1277,-121.6,37.9,5.0,14684.0,2252.0,4276.0,1722.0,6.9051,340900.0,INLAND,3.4340505144995324
1278,-121.61,37.86,30.0,1428.0,287.0,989.0,287.0,3.6910000000000003,154400.0,INLAND,1.4438827098078868
1279,-121.64,37.85,22.0,1999.0,415.0,967.0,320.0,4.4583,253900.0,INLAND,2.067218200620476
1280,-121.8,38.01,46.0,2273.0,495.0,1088.0,447.0,2.2532,109400.0,INLAND,2.089154411764706
1281,-121.81,38.01,47.0,1942.0,430.0,1074.0,393.0,2.2361,105100.0,INLAND,1.808193668528864
1282,-121.81,38.01,52.0,1124.0,245.0,528.0,226.0,2.2639,128500.0,INLAND,2.128787878787879
1283,-121.82,38.02,46.0,176.0,43.0,101.0,40.0,2.2361,93800.0,INLAND,1.7425742574257426
1284,-121.82,38.01,42.0,1017.0,253.0,798.0,266.0,2.1719,99100.0,INLAND,1.2744360902255638
1285,-121.82,38.01,50.0,1120.0,281.0,625.0,239.0,1.5988,96400.0,INLAND,1.792
1286,-121.82,38.01,25.0,3018.0,606.0,1614.0,568.0,3.4722,127000.0,INLAND,1.8698884758364311
1287,-121.84,38.02,46.0,66.0,22.0,37.0,21.0,0.536,87500.0,INLAND,1.7837837837837838
1288,-121.78,38.01,19.0,2688.0,469.0,1216.0,422.0,4.4491,133900.0,INLAND,2.210526315789474
1289,-121.79,38.01,17.0,4032.0,814.0,1749.0,618.0,3.1728,146800.0,INLAND,2.305317324185249
1290,-121.79,38.0,34.0,3090.0,593.0,1588.0,566.0,3.6118,124700.0,INLAND,1.9458438287153652
1291,-121.8,38.01,44.0,3184.0,581.0,1399.0,548.0,2.7234,110200.0,INLAND,2.2759113652609004
1292,-121.8,38.01,37.0,3058.0,567.0,1351.0,523.0,3.5179,130800.0,INLAND,2.2635085122131753
1293,-121.78,38.0,8.0,2371.0,375.0,1094.0,396.0,5.3245,174500.0,INLAND,2.1672760511883
1294,-121.77,38.01,13.0,2983.0,534.0,1417.0,510.0,3.9861,168100.0,INLAND,2.10515172900494
1295,-121.81,37.99,18.0,2807.0,445.0,1315.0,437.0,4.8194,170400.0,INLAND,2.134600760456274
1296,-121.81,37.99,22.0,2331.0,359.0,1086.0,340.0,5.1435,150800.0,INLAND,2.1464088397790055
1297,-121.82,37.98,13.0,3995.0,605.0,1969.0,607.0,5.0164,165200.0,INLAND,2.0289487049263584
1298,-121.82,38.01,47.0,1265.0,254.0,587.0,247.0,2.6364,93500.0,INLAND,2.1550255536626914
1299,-121.82,38.0,29.0,2070.0,452.0,985.0,420.0,2.8466,113400.0,INLAND,2.1015228426395938
1300,-121.81,38.0,37.0,2724.0,579.0,1400.0,540.0,2.905,97300.0,INLAND,1.9457142857142857
1301,-121.82,38.0,30.0,3268.0,567.0,1714.0,565.0,4.4583,131000.0,INLAND,1.9066511085180864
1302,-121.85,38.0,26.0,3364.0,570.0,1806.0,566.0,4.2647,133400.0,INLAND,1.8626799557032114
1303,-121.85,38.0,24.0,2269.0,584.0,1239.0,542.0,2.0411,100000.0,INLAND,1.831315577078289
1304,-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,103600.0,INLAND,1.6584158415841583
1305,-121.83,38.0,25.0,1710.0,288.0,799.0,259.0,4.8359,145300.0,INLAND,2.1401752190237797
1306,-121.83,37.99,23.0,1150.0,174.0,572.0,174.0,4.9167,152400.0,INLAND,2.0104895104895104
1307,-121.83,37.99,23.0,1970.0,296.0,935.0,279.0,4.4853,145900.0,INLAND,2.106951871657754
1308,-121.83,37.99,18.0,2741.0,449.0,1507.0,460.0,4.7566,142500.0,INLAND,1.8188453881884539
1309,-121.83,38.0,8.0,2572.0,738.0,1384.0,684.0,1.7161,75800.0,INLAND,1.8583815028901733
1310,-121.84,37.99,13.0,4545.0,952.0,2188.0,901.0,3.3625,126100.0,INLAND,2.077239488117002
1311,-121.84,37.99,15.0,2380.0,385.0,1292.0,388.0,4.6029,142600.0,INLAND,1.8421052631578947
1312,-121.83,37.99,16.0,2919.0,462.0,1456.0,453.0,5.6779,164700.0,INLAND,2.0048076923076925
1313,-121.79,38.0,36.0,1141.0,234.0,562.0,213.0,2.5893,108500.0,INLAND,2.030249110320285
1314,-121.79,37.99,10.0,4156.0,609.0,1878.0,586.0,5.6506,178600.0,INLAND,2.212992545260916
1315,-121.79,37.99,18.0,3646.0,534.0,1651.0,535.0,5.7321,164700.0,INLAND,2.208358570563295
1316,-121.8,38.0,34.0,2738.0,475.0,1316.0,459.0,3.5368,122500.0,INLAND,2.080547112462006
1317,-121.8,37.99,16.0,3077.0,465.0,1575.0,446.0,5.5,179500.0,INLAND,1.9536507936507936
1318,-121.77,37.99,4.0,5623.0,780.0,2429.0,716.0,5.4409,205100.0,INLAND,2.3149444215726636
1319,-121.88,38.03,10.0,2769.0,619.0,1045.0,469.0,4.1111,158600.0,INLAND,2.6497607655502393
1320,-121.9,38.04,36.0,1489.0,331.0,838.0,259.0,1.2024,90200.0,INLAND,1.7768496420047732
1321,-121.86,38.04,52.0,242.0,59.0,188.0,54.0,1.3958,67500.0,INLAND,1.2872340425531914
1322,-121.87,38.02,52.0,2264.0,439.0,1403.0,476.0,2.7083,99400.0,INLAND,1.6136849607982893
1323,-121.88,38.03,52.0,1225.0,250.0,725.0,231.0,2.0,101400.0,INLAND,1.6896551724137931
1324,-121.9,38.03,51.0,2982.0,689.0,1831.0,608.0,2.0034,87700.0,INLAND,1.6286182413981432
1325,-121.88,38.02,46.0,2112.0,466.0,1249.0,382.0,2.5737,87000.0,INLAND,1.6909527622097678
1326,-121.89,38.02,36.0,2707.0,550.0,1827.0,545.0,3.3371,94600.0,INLAND,1.481663929939792
1327,-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,181800.0,INLAND,1.5043394406943105
1328,-121.87,38.02,31.0,3644.0,746.0,2229.0,678.0,3.1389,117800.0,INLAND,1.6348138178555407
1329,-121.88,38.0,16.0,2605.0,440.0,1352.0,408.0,4.1947,140300.0,INLAND,1.926775147928994
1330,-121.88,38.01,9.0,5329.0,1284.0,2827.0,1202.0,2.7374,150000.0,INLAND,1.8850371418464804
1331,-121.89,38.01,30.0,4114.0,743.0,1994.0,722.0,4.2227,134400.0,INLAND,2.063189568706118
1332,-121.88,38.0,22.0,721.0,117.0,367.0,129.0,5.3098,151900.0,INLAND,1.9645776566757494
1333,-121.86,38.0,4.0,4075.0,927.0,2239.0,849.0,3.5857,165200.0,INLAND,1.8200089325591782
1334,-121.86,38.0,16.0,3216.0,464.0,1504.0,453.0,5.25,161700.0,INLAND,2.1382978723404253
1335,-121.89,37.99,4.0,2171.0,597.0,928.0,461.0,4.1016,170500.0,INLAND,2.3394396551724137
1336,-121.88,37.99,16.0,3787.0,515.0,1606.0,507.0,5.5676,174200.0,INLAND,2.3580323785803237
1337,-121.87,38.0,17.0,2713.0,442.0,1475.0,415.0,4.8542,144100.0,INLAND,1.8393220338983052
1338,-121.87,37.99,15.0,2203.0,312.0,1051.0,311.0,4.9783,163900.0,INLAND,2.0960989533777354
1339,-121.89,38.01,28.0,3639.0,751.0,2362.0,641.0,3.0042,103900.0,INLAND,1.5406435224386112
1340,-121.9,38.02,12.0,1497.0,360.0,943.0,341.0,2.1417,122200.0,INLAND,1.5874867444326617
1341,-121.9,38.01,16.0,2604.0,454.0,1696.0,481.0,4.6628,136000.0,INLAND,1.5353773584905661
1342,-121.92,38.02,8.0,2750.0,479.0,1526.0,484.0,5.102,156500.0,INLAND,1.802096985583224
1343,-121.89,38.01,32.0,1000.0,188.0,663.0,212.0,4.0972,99200.0,INLAND,1.5082956259426847
1344,-121.9,38.01,34.0,3779.0,766.0,2356.0,722.0,3.5129,110600.0,INLAND,1.6039898132427843
1345,-121.9,38.0,14.0,1930.0,363.0,990.0,322.0,4.1094,162200.0,INLAND,1.9494949494949494
1346,-121.9,38.0,14.0,2677.0,368.0,1288.0,375.0,6.0497,177500.0,INLAND,2.078416149068323
1347,-121.92,38.01,7.0,1632.0,248.0,879.0,262.0,6.1237,166000.0,INLAND,1.8566552901023892
1348,-121.93,38.01,9.0,2294.0,389.0,1142.0,365.0,5.3363,160800.0,INLAND,2.008756567425569
1349,-121.93,38.02,13.0,1524.0,286.0,940.0,308.0,5.1337,154800.0,INLAND,1.6212765957446809
1350,-121.95,38.03,5.0,5526.0,,3207.0,1012.0,4.0767,143100.0,INLAND,1.7231057062675397
1351,-121.94,38.03,27.0,1654.0,478.0,1141.0,420.0,1.4871,87100.0,INLAND,1.4496056091148115
1352,-121.96,38.02,35.0,2691.0,542.0,1409.0,505.0,3.016,95300.0,INLAND,1.9098651525904897
1353,-121.95,38.02,9.0,3360.0,833.0,2041.0,810.0,2.1013,100700.0,INLAND,1.64625183733464
1354,-121.94,38.02,29.0,5765.0,1170.0,3266.0,1131.0,2.7907,113900.0,INLAND,1.7651561543172076
1355,-121.92,38.03,16.0,2176.0,464.0,1410.0,434.0,3.5436,100200.0,INLAND,1.5432624113475177
1356,-121.92,38.02,16.0,1840.0,355.0,1288.0,338.0,4.2067,125000.0,INLAND,1.4285714285714286
1357,-121.91,38.02,15.0,2966.0,558.0,1687.0,527.0,3.4817,129800.0,INLAND,1.7581505631298162
1358,-121.97,38.04,38.0,2505.0,554.0,1595.0,498.0,2.5833,83500.0,INLAND,1.5705329153605017
1359,-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,139800.0,INLAND,1.9004641567818463
1360,-121.98,38.05,31.0,2810.0,518.0,1640.0,503.0,3.3661,98500.0,INLAND,1.7134146341463414
1361,-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,156900.0,NEAR BAY,1.7931456548347613
1362,-122.0,38.03,4.0,2341.0,408.0,1235.0,431.0,6.0424,165900.0,INLAND,1.8955465587044535
1363,-122.14,38.02,44.0,1625.0,432.0,825.0,385.0,2.0523,133900.0,NEAR BAY,1.9696969696969697
1364,-122.14,38.03,42.0,118.0,34.0,54.0,30.0,2.5795,225000.0,NEAR BAY,2.185185185185185
1365,-122.13,38.02,52.0,2378.0,508.0,940.0,451.0,2.9583,166000.0,NEAR BAY,2.529787234042553
1366,-122.13,38.01,48.0,2123.0,494.0,859.0,474.0,1.8523,144800.0,NEAR BAY,2.471478463329453
1367,-122.14,38.01,50.0,1760.0,341.0,741.0,316.0,4.5,178300.0,NEAR BAY,2.375168690958165
1368,-122.13,38.01,51.0,1262.0,309.0,608.0,298.0,2.1974,139300.0,NEAR BAY,2.075657894736842
1369,-122.13,38.0,33.0,2821.0,652.0,1206.0,640.0,2.5481,150800.0,NEAR BAY,2.3391376451077943
